refseq	chr	start	end	pos	tss	SYMBOL	ENSEMBL
NM_181541	chr6	148894237	148898237	1	148896237.0	Caprin2	ENSMUSG00000030309
NM_198027	chr7	30306753	30310753	0	30308753.0	Alkbh6	ENSMUSG00000042831
NM_198026	chr4	129617093	129621093	1	129619093.0	Iqcc	ENSMUSG00000040795
NM_198024	chr15	8965949	8969949	0	8967949.0	Ranbp3l	ENSMUSG00000048424
NM_198024	chr15	8965949	8969949	0	8967949.0	Ranbp3l	ENSMUSG00000110746
NM_198023	chr12	111037798	111041798	0	111039798.0	Rcor1	ENSMUSG00000037896
NR_106122	chr10	62192227	62196227	1	62194227.0	Mir7662	ENSMUSG00000099185
NM_033218	chr15	82145269	82149269	0	82147269.0	Srebf2	ENSMUSG00000022463
NM_033217	chr11	95585698	95589698	1	95587698.0	Ngfr	ENSMUSG00000000120
NM_033175	chr3	92942486	92946486	0	92944486.0	Lce3c	ENSMUSG00000045475
NM_033174	chr7	60003156	60007156	1	60005156.0	Snurf	ENSMUSG00000000948
NM_033174	chr7	60003156	60007156	1	60005156.0	Snurf	ENSMUSG00000102627
NM_053245	chr11	72035509	72039509	1	72037509.0	Aipl1	ENSMUSG00000040554
NM_033145	chr2	25651118	25655118	0	25653118.0	Lcn8	ENSMUSG00000036449
NM_145353	chr17	46246080	46250080	0	46248080.0	Yipf3	ENSMUSG00000071074
NM_145414	chr5	135367953	135371953	0	135369953.0	Nsun5	ENSMUSG00000000916
NM_145376	chr13	73465383	73469383	0	73467383.0	Lpcat1	ENSMUSG00000021608
NM_145223	chr6	85585531	85589531	0	85587531.0	Alms1	ENSMUSG00000063810
NM_145222	chr1	86301221	86305221	0	86303221.0	B3gnt7	ENSMUSG00000079445
NM_145221	chr14	26968551	26972551	1	26970551.0	Appl1	ENSMUSG00000040760
NM_145220	chr10	83646664	83650664	1	83648664.0	Appl2	ENSMUSG00000020263
NM_145218	chr5	131305522	131309522	1	131307522.0	Wbscr17	ENSMUSG00000034040
NM_145217	chr10	81023377	81027377	1	81025377.0	Diras1	ENSMUSG00000043670
NM_145211	chr5	120905525	120909525	1	120907525.0	Oas1a	ENSMUSG00000052776
NR_106111	chr5	34572151	34576151	0	34574151.0	Mir7036b	ENSMUSG00000099082
NR_028307	chr8	11692514	11696514	1	11694514.0	Gm6524	ENSMUSG00000110177
NM_001033163	chr17	32187463	32191463	1	32189463.0	Ephx3	ENSMUSG00000037577
NM_001033170	chr7	45719220	45723220	0	45721220.0	Fam83e	ENSMUSG00000054161
NM_001033168	chr18	35724989	35728989	0	35726989.0	1700066B19Rik	ENSMUSG00000073598
NM_001081192	chr9	58821512	58825512	0	58823512.0	Hcn4	ENSMUSG00000032338
NM_011288	chr7	142531117	142535117	0	142533117.0	Mrpl23	ENSMUSG00000037772
NM_011276	chrX	103979284	103983284	1	103981284.0	Rlim	ENSMUSG00000056537
NM_009841	chr18	36724815	36728815	1	36726815.0	Cd14	ENSMUSG00000051439
NM_011590	chr1	135311737	135315737	1	135313737.0	Timm17a	ENSMUSG00000062580
NM_016702	chr1	93133240	93137240	0	93135240.0	Agxt	ENSMUSG00000026272
NM_011588	chr7	13022152	13026152	0	13024152.0	Trim28	ENSMUSG00000005566
NM_028040	chr9	35265881	35269881	0	35267881.0	Rpusd4	ENSMUSG00000032044
NM_028325	chrX	36193904	36197904	0	36195904.0	Zcchc12	ENSMUSG00000036699
NM_027939	chr3	124424028	124428028	1	124426028.0	1700006A11Rik	ENSMUSG00000027973
NM_028197	chr10	62576457	62580457	1	62578457.0	Kif1bp	ENSMUSG00000036955
NM_028314	chr12	55078110	55082110	1	55080110.0	2700097O09Rik	ENSMUSG00000062198
NM_028195	chr15	78595047	78599047	0	78597047.0	Cyth4	ENSMUSG00000018008
NM_027935	chr4	134912916	134916916	1	134914916.0	Tmem50a	ENSMUSG00000028822
NR_106045	chr8	117451023	117455023	0	117453023.0	Mir7077	ENSMUSG00000099062
NR_035499	chr14	78189478	78193478	1	78191478.0	Mir1971	ENSMUSG00000087932
NM_007857	chr15	98896540	98900540	1	98898540.0	Dhh	ENSMUSG00000023000
NM_001287093	chr3	108184289	108188289	0	108186289.0	Amigo1	ENSMUSG00000050947
NM_007665	chr8	106508852	106512852	0	106510852.0	Cdh3	ENSMUSG00000061048
NM_153093	chr8	13836089	13840089	1	13838089.0	AF366264	ENSMUSG00000057116
NM_016979	chrX	77793960	77797960	1	77795960.0	Prkx	ENSMUSG00000035725
NM_013837	chr5	130071326	130075326	0	130073326.0	Tpst1	ENSMUSG00000034118
NM_138953	chr13	75705484	75709484	0	75707484.0	Ell2	ENSMUSG00000001542
NR_030694	chr12	3424747	3428747	1	3426747.0	1110002L01Rik	ENSMUSG00000071456
NR_030689	chr3	135436665	135440665	1	135438665.0	4930539J05Rik	ENSMUSG00000097032
NR_029659	chr16	17122142	17126142	1	17124142.0	Mir130b	ENSMUSG00000065572
NR_030681	chr7	24659294	24663294	0	24661294.0	Gm4598	ENSMUSG00000108470
NM_001025351	chr8	19237916	19241916	0	19239916.0	Defb46	ENSMUSG00000071169
NR_002881	chr8	19298677	19302677	0	19300677.0	Defa-ps13	ENSMUSG00000081154
NM_011037	chr19	44755394	44759394	0	44757394.0	Pax2	ENSMUSG00000004231
NM_144526	chr11	72040502	72044502	0	72042502.0	Fam64a	ENSMUSG00000020808
NM_001110316	chr7	11395915	11399915	0	11397915.0	Zscan4f	ENSMUSG00000070828
NM_008090	chr6	88196664	88200664	0	88198664.0	Gata2	ENSMUSG00000015053
NM_023060	chr6	88444539	88448539	1	88446539.0	Eefsec	ENSMUSG00000033216
NM_021512	chr2	90675215	90679215	0	90677215.0	Nup160	ENSMUSG00000051329
NM_021510	chr11	50375719	50379719	0	50377719.0	Hnrnph1	ENSMUSG00000007850
NM_021499	chr4	154140372	154144372	0	154142372.0	Wrap73	ENSMUSG00000029029
NM_021509	chr10	24221517	24225517	0	24223517.0	Moxd1	ENSMUSG00000020000
NM_023544	chr4	141683716	141687716	1	141685716.0	Rsc1a1	ENSMUSG00000040715
NM_026538	chr11	6265729	6269729	1	6267729.0	Ddx56	ENSMUSG00000004393
NM_026834	chr11	99663960	99667960	1	99665960.0	Krtap4-6	ENSMUSG00000075566
NM_026535	chr12	104042443	104046443	1	104044443.0	Serpina12	ENSMUSG00000041567
NM_026534	chr4	6189105	6193105	0	6191105.0	Ubxn2b	ENSMUSG00000028243
NM_026318	chr2	121455088	121459088	0	121457088.0	Hypk	ENSMUSG00000027245
NM_001081096	chr4	86556303	86560303	1	86558303.0	Saxo1	ENSMUSG00000028492
NM_001081095	chr4	39448293	39452293	0	39450293.0	1700009N14Rik	ENSMUSG00000028287
NM_001162425	chr3	89278951	89282951	1	89280951.0	Efna1	ENSMUSG00000027954
NM_001145854	chr2	118675246	118679246	0	118677246.0	Pak6	ENSMUSG00000074923
NM_001163035	chr5	100037994	100041994	0	100039994.0	Enoph1	ENSMUSG00000029326
NM_028557	chr9	18476395	18480395	0	18478395.0	Mbd3l1	ENSMUSG00000038691
NM_028287	chr10	33949212	33953212	1	33951212.0	Zufsp	ENSMUSG00000039531
NM_028284	chr2	69645255	69649255	0	69647255.0	Bbs5	ENSMUSG00000063145
NM_028283	chr9	60792548	60796548	0	60794548.0	Uaca	ENSMUSG00000034485
NM_028281	chr13	55725368	55729368	0	55727368.0	Pcbd2	ENSMUSG00000021496
NM_176953	chr8	9974323	9978323	1	9976323.0	Lig4	ENSMUSG00000049717
NM_177052	chr17	49613172	49617172	0	49615172.0	Kif6	ENSMUSG00000023999
NR_024017	chr1	37486605	37490605	1	37488605.0	4930594C11Rik	ENSMUSG00000103948
NM_176940	chr8	72644711	72648711	0	72646711.0	Nwd1	ENSMUSG00000048148
NM_176959	chr15	26893564	26897564	1	26895564.0	Fbxl7	ENSMUSG00000043556
NM_177060	chr11	68886553	68890553	0	68888553.0	Rnf222	ENSMUSG00000046490
NM_176958	chr19	44560854	44564854	0	44562854.0	Hif1an	ENSMUSG00000036450
NR_039578	chr16	55492731	55496731	0	55494731.0	Mir5118	ENSMUSG00000093292
NR_035494	chr8	13187098	13191098	1	13189098.0	Mir1968	ENSMUSG00000088054
NM_001162970	chr4	134066452	134070452	0	134068452.0	Aim1l	ENSMUSG00000012123
NM_001162979	chr7	89901629	89905629	1	89903629.0	Ccdc81	ENSMUSG00000039391
NM_001162977	chr4	154168713	154172713	0	154170713.0	Megf6	ENSMUSG00000057751
NM_001163611	chr7	135266619	135270619	0	135268619.0	Nps	ENSMUSG00000073804
NM_001163609	chr18	14704151	14708151	0	14706151.0	Psma8	ENSMUSG00000036743
NM_001163592	chr10	18467981	18471981	0	18469981.0	Nhsl1	ENSMUSG00000039835
NM_007421	chr12	112618047	112622047	0	112620047.0	Adssl1	ENSMUSG00000011148
NM_008858	chr12	50647223	50651223	1	50649223.0	Prkd1	ENSMUSG00000002688
NR_106187	chr8	25157233	25161233	1	25159233.0	Mir8108	ENSMUSG00000099142
NM_133190	chr7	3392042	3396042	0	3394042.0	Cacng8	ENSMUSG00000053395
NM_133190	chr7	3392042	3396042	0	3394042.0	Cacng8	ENSMUSG00000106728
NM_133183	chr7	3422662	3426662	0	3424662.0	Cacng6	ENSMUSG00000078815
NM_133183	chr7	3422662	3426662	0	3424662.0	Cacng6	ENSMUSG00000097894
NM_031168	chr5	30011114	30015114	0	30013114.0	Il6	ENSMUSG00000025746
NM_016708	chr8	66686094	66690094	1	66688094.0	Npy5r	ENSMUSG00000044014
NM_016926	chr5	113769649	113773649	1	113771649.0	Sart3	ENSMUSG00000018974
NM_016906	chr6	88516800	88520800	1	88518800.0	Sec61a1	ENSMUSG00000030082
NM_018862	chr17	34607014	34611014	0	34609014.0	Agpat1	ENSMUSG00000034254
NM_018885	chr13	73258497	73262497	0	73260497.0	Irx4	ENSMUSG00000021604
NM_018884	chr6	101375897	101379897	1	101377897.0	Pdzrn3	ENSMUSG00000035357
NR_002899	chrX	74270492	74274492	0	74272492.0	Snora70	ENSMUSG00000064981
NR_002898	chr2	32961301	32965301	0	32963301.0	Snora65	ENSMUSG00000065124
NR_002897	chr17	24718789	24722789	0	24720789.0	Snora64	ENSMUSG00000077709
NM_019409	chr11	79502082	79506082	1	79504082.0	Omg	ENSMUSG00000049612
NM_017366	chr11	70013428	70017428	1	70015428.0	Acadvl	ENSMUSG00000018574
NM_016885	chr3	137339078	137343078	0	137341078.0	Emcn	ENSMUSG00000054690
NM_153144	chr11	84868738	84872738	1	84870738.0	Ggnbp2	ENSMUSG00000020530
NM_153069	chr11	53421136	53425136	1	53423136.0	Leap2	ENSMUSG00000036216
NM_153287	chr9	119982658	119986658	1	119984658.0	Csrnp1	ENSMUSG00000032515
NM_153065	chr2	167013313	167017313	0	167015313.0	Ddx27	ENSMUSG00000017999
NM_153177	chr4	126531458	126535458	1	126533458.0	Ago4	ENSMUSG00000042500
NM_153062	chr17	31293483	31297483	0	31295483.0	Slc37a1	ENSMUSG00000024036
NM_153059	chr10	122095102	122099102	1	122097102.0	Tmem5	ENSMUSG00000034620
NM_153057	chr7	46031696	46035696	0	46033696.0	Nomo1	ENSMUSG00000030835
NM_153056	chr11	120623002	120627002	1	120625002.0	Sirt7	ENSMUSG00000025138
NM_153055	chr10	42759496	42763496	0	42761496.0	Sec63	ENSMUSG00000019802
NR_033590	chr8	28082853	28086853	1	28084853.0	Gm8096	ENSMUSG00000110372
NM_177921	chrX	140060879	140064879	0	140062879.0	Pih1h3b	ENSMUSG00000042433
NM_177920	chrX	139083236	139087236	1	139085236.0	Serpina7	ENSMUSG00000031271
NM_177918	chrX	135175632	135179632	1	135177632.0	AV320801	ENSMUSG00000054994
NM_001033305	chr4	40277421	40281421	1	40279421.0	Ndufb6	ENSMUSG00000071014
NM_178020	chr9	107579296	107583296	0	107581296.0	Hyal3	ENSMUSG00000036091
NM_177913	chr5	94304796	94308796	1	94306796.0	A430089I19Rik	ENSMUSG00000094560
NM_138945	chr18	42392597	42396597	0	42394597.0	Pou4f3	ENSMUSG00000024497
NM_133768	chr5	130022331	130026331	1	130024331.0	Asl	ENSMUSG00000025533
NR_105865	chr1	92462542	92466542	1	92464542.0	Mir6900	ENSMUSG00000098288
NM_022891	chr11	97780439	97784439	1	97782439.0	Rpl23	ENSMUSG00000071415
NM_023729	chr6	18107061	18111061	1	18109061.0	Asz1	ENSMUSG00000010796
NM_023500	chrX	9270784	9274784	0	9272784.0	Xk	ENSMUSG00000015342
NM_023479	chr11	64977035	64981035	0	64979035.0	Elac2	ENSMUSG00000020549
NM_024462	chr4	119193310	119197310	0	119195310.0	Svbp	ENSMUSG00000028643
NM_024219	chr8	119342538	119346538	0	119344538.0	Hsbp1	ENSMUSG00000031839
NM_025443	chr11	17209589	17213589	1	17211589.0	Pno1	ENSMUSG00000020116
NM_029756	chr1	176812660	176816660	0	176814660.0	Sdccag8	ENSMUSG00000026504
NM_029752	chr5	125439568	125443568	0	125441568.0	Bri3bp	ENSMUSG00000037905
NM_029751	chr8	70895443	70899443	1	70897443.0	Rpl18a	ENSMUSG00000045128
NM_030750	chr12	75733729	75737729	1	75735729.0	Sgpp1	ENSMUSG00000021054
NM_030749	chr18	35496925	35500925	1	35498925.0	Sil1	ENSMUSG00000024357
NM_029749	chr5	143730280	143734280	1	143732280.0	Usp42	ENSMUSG00000051306
NM_011097	chr13	55829425	55833425	1	55831425.0	Pitx1	ENSMUSG00000021506
NR_035447	chr18	11838438	11842438	1	11840438.0	Mir1901	ENSMUSG00000084565
NR_035446	chr18	6488646	6492646	1	6490646.0	Mir1893	ENSMUSG00000084514
NM_153538	chr13	59821147	59825147	1	59823147.0	Zcchc6	ENSMUSG00000035248
NM_172560	chr11	69321873	69325873	1	69323873.0	Cntrob	ENSMUSG00000032782
NM_170786	chr19	12763632	12767632	1	12765632.0	Cntf	ENSMUSG00000079415
NM_170599	chr16	38900345	38904345	0	38902345.0	Igsf11	ENSMUSG00000022790
NM_153789	chr13	45387742	45391742	0	45389742.0	Mylip	ENSMUSG00000038175
NM_153788	chr11	69893539	69897539	1	69895539.0	Acap1	ENSMUSG00000001588
NM_153555	chr1	172146015	172150015	0	172148015.0	Dcaf8	ENSMUSG00000026554
NM_153513	chr3	95890005	95894005	1	95892005.0	BC028528	ENSMUSG00000038543
NM_153529	chr13	36732477	36736477	1	36734477.0	Nrn1	ENSMUSG00000039114
NM_146140	chr3	124319037	124323037	0	124321037.0	Tram1l1	ENSMUSG00000044528
NM_153526	chr5	28069412	28073412	0	28071412.0	Insig1	ENSMUSG00000045294
NM_153525	chr7	109984230	109988230	1	109986230.0	Tmem41b	ENSMUSG00000047554
NM_153523	chr13	120314862	120318862	0	120316862.0	Tcstv3	ENSMUSG00000095821
NM_001311147	chr2	130837687	130841687	1	130839687.0	4930402H24Rik	ENSMUSG00000027309
NM_153518	chr15	98706227	98710227	0	98708227.0	Ccdc65	ENSMUSG00000003354
NM_153516	chr6	120834230	120838230	0	120836230.0	Bcl2l13	ENSMUSG00000009112
NM_153514	chr14	69803545	69807545	1	69805545.0	Rhobtb2	ENSMUSG00000022075
NM_001025240	chr8	43625185	43629185	1	43627185.0	Gm5346	ENSMUSG00000050190
NM_001162500	chr15	84324119	84328119	0	84326119.0	Parvg	ENSMUSG00000022439
NM_001162485	chr2	24933281	24937281	1	24935281.0	Arrdc1	ENSMUSG00000026972
NM_153417	chr19	18747983	18751983	0	18749983.0	Trpm6	ENSMUSG00000024727
NM_153416	chr15	102348759	102352759	1	102350759.0	Aaas	ENSMUSG00000036678
NM_010431	chr12	73905867	73909867	0	73907867.0	Hif1a	ENSMUSG00000021109
NM_153591	chr7	96949527	96953527	0	96951527.0	Nars2	ENSMUSG00000018995
NM_153573	chr6	54591128	54595128	1	54593128.0	Fkbp14	ENSMUSG00000038074
NM_153559	chr2	26235399	26239399	1	26237399.0	Qsox2	ENSMUSG00000036327
NM_153552	chr18	9956180	9960180	0	9958180.0	Thoc1	ENSMUSG00000024287
NM_146054	chr14	45528065	45532065	1	45530065.0	Fermt2	ENSMUSG00000037712
NM_021560	chr3	18052325	18056325	0	18054325.0	Bhlhe22	ENSMUSG00000025128
NM_008599	chr5	92326079	92330079	1	92328079.0	Cxcl9	ENSMUSG00000029417
NM_007996	chr9	51961602	51965602	1	51963602.0	Fdx1	ENSMUSG00000032051
NM_007726	chr4	33922632	33926632	0	33924632.0	Cnr1	ENSMUSG00000044288
NM_008398	chr10	128931813	128935813	0	128933813.0	Itga7	ENSMUSG00000025348
NM_008469	chr11	100133949	100137949	1	100135949.0	Krt15	ENSMUSG00000054146
NM_007722	chr1	90201980	90205980	0	90203980.0	Ackr3	ENSMUSG00000044337
NM_001018031	chr3	70005613	70009613	0	70007613.0	Otol1	ENSMUSG00000027788
NM_007719	chr11	99153077	99157077	1	99155077.0	Ccr7	ENSMUSG00000037944
NM_030553	chr9	37710280	37714280	1	37712280.0	Olfr160	ENSMUSG00000061165
NM_008197	chr15	79026212	79030212	0	79028212.0	H1f0	ENSMUSG00000096210
NM_009551	chr19	21270278	21274278	0	21272278.0	Zfand5	ENSMUSG00000024750
NM_010551	chr7	83733490	83737490	1	83735490.0	Il16	ENSMUSG00000001741
NR_046067	chr8	50366112	50370112	0	50368112.0	Gm2516	ENSMUSG00000110281
NM_001085534	chrX	78123467	78127467	0	78125467.0	Gm5938	ENSMUSG00000079521
NM_001166705	chr2	29053066	29057066	1	29055066.0	Cfap77	ENSMUSG00000079502
NM_001271526	chr1	58503109	58507109	1	58505109.0	Orc2	ENSMUSG00000026037
NM_026811	chr3	92707074	92711074	1	92709074.0	Lce1e	ENSMUSG00000068889
NM_026806	chr7	43840269	43844269	0	43842269.0	Klk5	ENSMUSG00000074155
NM_145156	chr19	43672881	43676881	1	43674881.0	Slc25a28	ENSMUSG00000040414
NM_001184969	chrX	37252878	37256878	0	37254878.0	Rhox3e	ENSMUSG00000059626
NR_045475	chr8	61286872	61290872	1	61288872.0	1700001D01Rik	ENSMUSG00000099419
NM_007386	chr4	40141265	40145265	0	40143265.0	Aco1	ENSMUSG00000028405
NR_029560	chr7	45119757	45123757	0	45121757.0	Mir150	ENSMUSG00000065495
NM_022565	chr3	125402091	125406091	0	125404091.0	Ndst4	ENSMUSG00000027971
NM_024200	chr3	32527482	32531482	0	32529482.0	Mfn1	ENSMUSG00000027668
NM_153169	chrX	73062787	73066787	0	73064787.0	Pnma3	ENSMUSG00000046287
NM_021454	chr7	4162699	4166699	1	4164699.0	Cdc42ep5	ENSMUSG00000063838
NM_001195338	chr19	53942627	53946627	1	53944627.0	Bbip1	ENSMUSG00000084957
NM_013843	chr17	21486988	21490988	0	21488988.0	Zfp53	ENSMUSG00000057409
NM_013866	chr15	103338086	103342086	1	103340086.0	Zfp385a	ENSMUSG00000000552
NM_008054	chr10	39367799	39371799	0	39369799.0	Fyn	ENSMUSG00000019843
NM_013915	chr1	177443821	177447821	0	177445821.0	Zbtb18	ENSMUSG00000063659
NM_001033621	chr18	44332074	44336074	0	44334074.0	Myot	ENSMUSG00000024471
NM_001162926	chr15	60823080	60827080	1	60825080.0	Fam84b	ENSMUSG00000072568
NM_018791	chr7	24252794	24256794	0	24254794.0	Zfp108	ENSMUSG00000030486
NM_017478	chr6	30894794	30898794	1	30896794.0	Copg2	ENSMUSG00000025607
NR_106046	chr8	117457265	117461265	0	117459265.0	Mir7078	ENSMUSG00000098483
NM_198169	chr2	181285966	181289966	1	181287966.0	Gmeb2	ENSMUSG00000038705
NM_198192	chr3	36220275	36224275	1	36222275.0	Qrfpr	ENSMUSG00000058400
NM_198168	chr19	6233840	6237840	1	6235840.0	Ppp2r5b	ENSMUSG00000024777
NM_198168	chr19	6233840	6237840	1	6235840.0	Ppp2r5b	ENSMUSG00000107330
NM_198167	chr17	45684218	45688218	1	45686218.0	Tmem63b	ENSMUSG00000036026
NM_181849	chr3	83047863	83051863	1	83049863.0	Fgb	ENSMUSG00000033831
NM_198163	chr5	115629987	115633987	0	115631987.0	Rab35	ENSMUSG00000029518
NM_198033	chr2	29122992	29126992	0	29124992.0	Setx	ENSMUSG00000043535
NM_198166	chr16	27368239	27372239	1	27370239.0	Uts2b	ENSMUSG00000056423
NM_198117	chr18	36937205	36941205	0	36939205.0	Pcdha2	ENSMUSG00000104148
NM_198114	chr19	10302877	10306877	1	10304877.0	Dagla	ENSMUSG00000035735
NM_198113	chr19	4267172	4271172	1	4269172.0	Ssh3	ENSMUSG00000034616
NM_198112	chr16	27305641	27309641	0	27307641.0	Ostn	ENSMUSG00000052276
NM_198111	chr12	52697383	52701383	0	52699383.0	Akap6	ENSMUSG00000061603
NM_183300	chr4	108721876	108725876	1	108723876.0	Zfyve9	ENSMUSG00000034557
NM_197999	chr8	104959718	104963718	0	104961718.0	Ces2g	ENSMUSG00000031877
NM_198110	chrX	151015322	151019322	1	151017322.0	Gnl3l	ENSMUSG00000025266
NM_197997	chr3	127551489	127555489	0	127553489.0	Zgrf1	ENSMUSG00000051278
NM_197996	chr10	62229218	62233218	1	62231218.0	Tspan15	ENSMUSG00000037031
NM_198106	chr16	45533266	45537266	0	45535266.0	Slc9c1	ENSMUSG00000033210
NM_198095	chr8	71535437	71539437	1	71537437.0	Bst2	ENSMUSG00000046718
NM_198105	chrX	151342223	151346223	0	151344223.0	Fam120c	ENSMUSG00000025262
NM_008831	chr11	95664957	95668957	0	95666957.0	Phb	ENSMUSG00000038845
NR_106115	chr2	18055846	18059846	0	18057846.0	Mir7655	ENSMUSG00000099050
NM_001037712	chr11	106006203	106010203	0	106008203.0	Kcnh6	ENSMUSG00000001901
NR_035519	chr4	139965620	139969620	1	139967620.0	Mir2139	ENSMUSG00000089294
NM_026585	chr6	116206033	116210033	0	116208033.0	Washc2	ENSMUSG00000024104
NM_026579	chr10	83358221	83362221	0	83360221.0	D10Wsu102e	ENSMUSG00000020255
NM_026399	chr8	85078746	85082746	1	85080746.0	Wdr83	ENSMUSG00000005150
NM_001025244	chr11	99934291	99938291	0	99936291.0	Krtap31-2	ENSMUSG00000051481
NM_026758	chr8	117799929	117803929	1	117801929.0	Mphosph6	ENSMUSG00000031843
NM_026347	chr12	21314392	21318392	0	21316392.0	Iah1	ENSMUSG00000062054
NM_026344	chr4	117890003	117894003	1	117892003.0	Dph2	ENSMUSG00000028540
NR_131111	chr11	63962226	63966226	0	63964226.0	9630013K17Rik	ENSMUSG00000086359
NR_131110	chr12	57616602	57620602	1	57618602.0	4921518K17Rik	ENSMUSG00000085851
NM_026572	chr8	116991449	116995449	1	116993449.0	Gcsh	ENSMUSG00000034424
NM_026571	chr17	28573719	28577719	0	28575719.0	Lhfpl5	ENSMUSG00000062252
NM_026570	chr10	117222507	117226507	1	117224507.0	Yeats4	ENSMUSG00000020171
NM_026566	chr15	101282301	101286301	0	101284301.0	Atg101	ENSMUSG00000037204
NM_026559	chr11	72205554	72209554	0	72207554.0	Txndc17	ENSMUSG00000020803
NM_026560	chr4	124934917	124938917	1	124936917.0	Cdca8	ENSMUSG00000028873
NM_009570	chrY	795409	799409	1	797409.0	Zfy1	ENSMUSG00000053211
NM_026553	chr19	5086538	5090538	0	5088538.0	Yif1a	ENSMUSG00000024875
NM_026831	chr3	108362911	108366911	0	108364911.0	Mybphl	ENSMUSG00000068745
NM_026551	chr11	103015147	103019147	1	103017147.0	Dcakd	ENSMUSG00000020935
NM_026549	chr7	34194647	34198647	1	34196647.0	Pdcd2l	ENSMUSG00000002635
NM_134012	chr11	93884219	93888219	0	93886219.0	Mbtd1	ENSMUSG00000059474
NM_001033499	chr1	170230871	170234871	0	170232871.0	Sh2d1b2	ENSMUSG00000073494
NM_008609	chr8	95350296	95354296	0	95352296.0	Mmp15	ENSMUSG00000031790
NR_105947	chr18	37972617	37976617	1	37974617.0	Mir6981	ENSMUSG00000098608
NM_001111296	chr7	13835410	13839410	1	13837410.0	Sult2a1	ENSMUSG00000078798
NM_011367	chr11	69615905	69619905	1	69617905.0	Shbg	ENSMUSG00000005202
NM_008623	chr1	171148713	171152713	0	171150713.0	Mpz	ENSMUSG00000056569
NM_008621	chrX	75129016	75133016	1	75131016.0	Mpp1	ENSMUSG00000031402
NM_011333	chr11	82033577	82037577	0	82035577.0	Ccl2	ENSMUSG00000035385
NM_146539	chr8	72097762	72101762	0	72099762.0	Olfr373	ENSMUSG00000061561
NM_146338	chr8	72105040	72109040	0	72107040.0	Olfr374	ENSMUSG00000046881
NM_173036	chr8	95015692	95019692	0	95017692.0	Adgrg3	ENSMUSG00000060470
NM_007931	chr2	30169524	30173524	0	30171524.0	Endog	ENSMUSG00000015337
NM_007930	chr13	97239105	97243105	0	97241105.0	Enc1	ENSMUSG00000041773
NM_007929	chr16	10311968	10315968	1	10313968.0	Emp2	ENSMUSG00000022505
NM_007512	chr4	132533414	132537414	1	132535414.0	Atpif1	ENSMUSG00000054428
NM_008798	chr1	94050553	94054553	1	94052553.0	Pdcd1	ENSMUSG00000026285
NM_008198	chr17	34860514	34864514	1	34862514.0	Cfb	ENSMUSG00000090231
NM_008207	chr17	36018560	36022560	1	36020560.0	H2-T24	ENSMUSG00000053835
NM_008196	chr13	113178897	113182897	1	113180897.0	Gzmk	ENSMUSG00000042385
NM_001243024	chrX	4950135	4954135	0	4952135.0	Btbd35f27	ENSMUSG00000094860
NM_001243015	chrX	3750885	3754885	1	3752885.0	Btbd35f15	ENSMUSG00000101294
NR_039567	chr18	60810076	60814076	0	60812076.0	Mir5107	ENSMUSG00000093327
NM_146405	chr2	86481740	86485740	1	86483740.0	Olfr228	ENSMUSG00000111772
NM_001011788	chr19	12227562	12231562	1	12229562.0	Olfr1432	ENSMUSG00000109022
NM_172885	chr5	128431077	128435077	1	128433077.0	Tmem132d	ENSMUSG00000034310
NR_028579	chr8	76898173	76902173	1	76900173.0	Gm10649	ENSMUSG00000074235
NM_001008427	chr7	42690718	42694718	1	42692718.0	Zfp975	ENSMUSG00000069727
NM_001128601	chr9	88717798	88721798	1	88719798.0	Mthfsl	ENSMUSG00000079427
NR_028125	chr8	77515056	77519056	0	77517056.0	0610038B21Rik	ENSMUSG00000097882
NM_026483	chr7	64390236	64394236	1	64392236.0	Mphosph10	ENSMUSG00000030521
NM_026482	chr10	98913152	98917152	0	98915152.0	Atp2b1	ENSMUSG00000019943
NM_026481	chr8	105469422	105473422	1	105471422.0	Tppp3	ENSMUSG00000014846
NM_026480	chr9	78376588	78380588	1	78378588.0	Ooep	ENSMUSG00000032346
NM_026479	chr11	53322689	53326689	0	53324689.0	Zcchc10	ENSMUSG00000018239
NM_026168	chr6	148210374	148214374	1	148212374.0	Ergic2	ENSMUSG00000030304
NR_037262	chr17	51275988	51279988	0	51277988.0	Mir669p-2	ENSMUSG00000093900
NR_037260	chr17	51275988	51279988	0	51277988.0	Mir669a-9	ENSMUSG00000105182
NR_037259	chr17	51275988	51279988	0	51277988.0	Mir669a-8	ENSMUSG00000104652
NR_037257	chr17	51275988	51279988	0	51277988.0	Mir669p-1	ENSMUSG00000096134
NR_037255	chr17	51275988	51279988	0	51277988.0	Mir669a-7	ENSMUSG00000106027
NR_037253	chr17	51275988	51279988	0	51277988.0	Mir669a-6	ENSMUSG00000105330
NR_037251	chr17	51275988	51279988	0	51277988.0	Mir669a-5	ENSMUSG00000104734
NR_037250	chr17	51275988	51279988	0	51277988.0	Mir669a-4	ENSMUSG00000105546
NM_178414	chr7	119688026	119692026	0	119690026.0	Acsm4	ENSMUSG00000047026
NM_178412	chr3	106404182	106408182	1	106406182.0	Chil6	ENSMUSG00000027902
NM_178592	chr17	35087291	35091291	0	35089291.0	Abhd16a	ENSMUSG00000007036
NM_178399	chr1	9599267	9603267	0	9601267.0	3110035E14Rik	ENSMUSG00000067879
